id,sex,age,unknown,zip
3575,1,25,18,54915
3576,1,50,7,68046
3577,0,56,0,231
3578,1,50,3,96714
3579,1,18,0,32219
3580,0,18,3,32219
3581,1,18,1,57382
3582,0,35,0,52405
3583,0,25,9,41075
3584,1,18,0,76543
3585,1,35,20,60640
3586,1,35,20,60640
3587,1,35,3,93611
3588,1,25,2,90068
3589,0,45,0,80010
3590,0,18,15,2115
3591,1,35,6,96158
3592,0,56,2,99701
3593,0,25,9,53719
3594,1,1,0,2322
3595,1,25,0,85024
3596,0,35,4,19104
3597,1,25,17,55446
3598,1,56,1,90210
3599,1,25,16,97378
3600,1,35,20,94506
3601,0,35,3,95405
3602,1,25,12,55443
3603,0,35,7,78704
3604,0,1,10,2879
3605,1,18,12,60640
3606,0,25,15,2445
3607,1,35,17,32506
3608,0,35,9,2879
3609,0,25,17,48239
3610,1,18,6,30064
3611,1,25,2,84321
3612,1,25,14,29609
3613,1,25,0,37205
3614,1,25,0,45458
3615,1,25,17,76028
3616,1,45,0,33759
3617,1,35,7,49034
3618,1,56,17,22657
3619,1,50,16,97116
3620,1,25,7,94117
3621,1,18,4,33023
3622,1,18,1,2446
3623,1,35,11,43209
3624,1,25,12,60068
3625,1,18,10,48439
3626,1,25,17,75075
3627,0,35,1,85287
3628,1,25,7,78731
3629,0,50,7,10022
3630,1,18,4,77005
3631,1,18,4,77005
3632,1,50,11,33881
3633,1,35,18,60441
3634,1,50,1,88001
3635,1,50,1,60062
3636,1,25,0,6708
3637,1,25,6,94127
3638,1,25,2,90038
3639,1,18,4,78250
3640,1,35,7,2370
3641,1,25,0,92008
3642,0,25,7,98188
3643,1,25,17,22302
3644,0,25,11,53711
3645,1,35,17,97232
3646,1,35,20,98106
3647,1,25,7,80202
3648,1,18,4,85210
3649,0,25,0,94115
3650,1,25,0,60611
3651,1,25,14,98103
3652,1,25,12,94608
3653,1,18,15,96661
3654,1,25,17,94901
3655,0,25,7,94121
3656,0,45,5,34610
3657,1,18,17,95121
3658,0,25,7,7090
3659,1,18,4,29649
3660,1,35,7,15137
3661,1,35,12,8852
3662,1,35,16,8753
3663,0,35,9,17055
3664,0,35,1,94043
3665,1,25,0,95903
3666,1,45,0,68144
3667,0,1,10,10706
3668,0,45,7,33324
3669,1,25,14,60148
3670,1,45,14,55123
3671,1,25,4,98102
3672,1,35,5,8406
3673,1,25,2,10003
3674,1,25,20,29205
3675,1,35,7,6680
3676,0,35,12,48109
3677,0,25,12,6906
3678,1,25,0,6880
3679,1,25,4,68108
3680,0,25,1,94939
3681,1,25,7,29662
3682,0,50,1,10706
3683,1,25,2,30606
3684,1,25,17,83713
3685,1,25,5,55100
3686,1,25,7,48070
3687,0,50,1,62221
3688,1,18,6,21202
3689,1,25,0,80906
3690,1,18,0,63116
3691,1,25,7,21030
3692,1,35,17,89147
3693,1,25,15,94062
3694,1,25,12,28227
3695,1,25,2,98502
3696,1,35,7,19149
3697,1,25,15,68516
3698,1,25,7,53202
3699,0,56,3,30127
3700,1,25,14,10021
3701,1,35,1,92614
3702,1,35,15,53095
3703,1,18,12,97402
3704,0,35,0,4255
3705,1,45,7,30076
3706,1,25,12,46725
3707,0,18,0,34744
3708,1,56,7,30097
3709,1,25,12,89502
3710,1,1,10,2818
3711,1,35,0,32506
3712,1,25,17,60042
3713,0,25,7,22201
3714,1,25,17,92111
3715,1,18,5,55428
3716,1,18,12,36115
3717,1,35,17,94533
3718,1,50,17,7728
3719,1,25,1,39759
3720,1,45,7,43065
3721,1,25,15,94065
3722,1,25,18,80538
3723,1,25,14,53048
3724,1,35,6,77083
3725,1,18,4,32608
3726,1,25,17,92882
3727,1,35,7,74401
3728,1,18,4,7030
3729,1,18,4,20037
3730,1,25,1,48911
3731,1,25,17,67443
3732,1,25,17,60153
3733,1,18,4,2777
3734,1,18,4,77840
3735,1,25,0,10009
3736,1,35,1,44242
3737,1,25,14,37127
3738,1,45,7,19041355
3739,1,56,11,48070
3740,1,18,5,55116
3741,1,25,0,96818
3742,1,25,0,90266
3743,0,35,7,89128
3744,1,25,0,60645
3745,0,25,9,49442
3746,1,25,5,54703
3747,1,45,13,89109
3748,1,18,4,2026
3749,0,25,0,60664
3750,0,18,4,94116
3751,0,35,12,55555
3752,0,18,1,86314
3753,1,25,7,42518
3754,1,56,7,94612
3755,0,50,14,8810
3756,1,18,12,53188
3757,1,25,7,92612
3758,0,35,5,2021
3759,1,35,6,54751
3760,1,50,0,55128
3761,1,25,17,27613
3762,1,50,6,11746
3763,1,25,2,98502
3764,1,25,1,6111
3765,0,50,3,34744
3766,0,18,1,45458
3767,1,25,0,94305
3768,1,25,4,86314
3769,1,25,15,2446
3770,0,35,3,50322
3771,1,25,1,14982
3772,1,35,17,6074
3773,1,35,6,50265
3774,1,25,0,52556
3775,1,35,12,14619
3776,0,25,4,50265
3777,1,18,4,23112
3778,1,25,0,61832
3779,0,45,2,98383
3780,1,1,0,46979
3781,0,56,11,54401
3782,0,25,0,94602
3783,1,25,7,97267
3784,0,25,1,98027
3785,0,25,20,93401
3786,0,25,0,94115
3787,0,25,0,94703
3788,0,18,0,94587
3789,0,25,0,94110
3790,0,25,17,94618
3791,1,50,18,60516
3792,1,25,6,68108
3793,1,18,4,21093
3794,0,18,4,53211
3795,0,18,4,91405
3796,1,45,14,2021
3797,1,25,7,2420
3798,1,25,7,48326
3799,1,18,0,17844
3800,1,18,1,45458
3801,1,18,12,36115
3802,1,18,0,94520
3803,0,35,9,19006
3804,1,25,6,6511
3805,0,35,1,89031
3806,1,18,4,55104
3807,0,35,19,32095
3808,1,25,7,60010
3809,1,35,6,20650
3810,1,50,7,20016
3811,1,25,15,98103
3812,1,35,17,78749
3813,1,35,7,80910
3814,1,25,15,98102
3815,1,25,17,53406
3816,0,25,3,90020
3817,1,35,3,20122
3818,1,45,17,32837
3819,1,25,12,36115
3820,1,25,17,90804
3821,1,25,20,44313
3822,1,45,20,98027
3823,1,56,7,93711
3824,1,25,17,32308
3825,1,18,1,6279
3826,1,25,1,48105
3827,1,50,2,87020
3828,1,25,20,92101
3829,0,25,1,22307
3830,1,18,4,60630
3831,0,18,6,84780
3832,0,25,7,43214
3833,1,25,1,68516
3834,1,18,2,2322
3835,1,25,7,40515
3836,0,50,8,84770
3837,1,25,17,28804
3838,0,25,14,10033
3839,1,50,14,2651
3840,0,25,0,2176
3841,1,45,18,26101
3842,0,35,16,92054
3843,0,1,10,32043
3844,1,18,4,73071
3845,1,25,12,94065
3846,1,35,0,33884
3847,1,25,7,12801
3848,1,25,15,708092612
3849,1,35,0,14086
3850,1,18,3,92278
3851,1,25,12,60657
3852,1,50,16,60302
3853,1,25,14,92614
3854,1,25,14,30340
3855,1,25,17,20886
3856,0,35,20,93449
3857,1,18,14,8822
3858,0,45,9,63119
3859,1,25,0,89145
3860,1,45,17,44129
3861,1,18,4,12604
3862,1,25,17,10025
3863,1,25,0,94558
3864,1,50,20,29630
3865,0,1,10,95864
3866,1,45,14,63130
3867,1,35,3,45215
3868,1,18,12,73112
3869,1,18,17,63544
3870,1,25,17,95050
3871,1,18,4,64468
3872,1,25,1,14613
3873,0,45,2,94558
3874,1,25,7,92103
3875,1,25,0,66605
3876,1,25,0,11235
3877,1,45,1,33705
3878,1,35,16,22124
3879,1,25,3,83687
3880,1,25,7,54942
3881,1,18,2,44515
3882,1,56,14,55337
3883,1,50,16,78411
3884,1,18,4,78759
3885,1,25,12,92728
3886,1,35,7,95008
3887,1,18,4,80513
3888,1,45,17,2067
3889,1,45,6,66203
3890,1,18,4,33143
3891,0,56,16,90039
3892,1,25,20,91505
3893,1,25,6,79401
3894,1,35,16,2139
3895,0,35,0,20723
3896,1,35,0,60914
3897,1,56,17,92069
3898,1,45,11,1772
3899,1,25,17,2135
3900,0,25,14,55343
3901,1,18,14,85282
3902,1,25,5,46239
3903,1,25,0,2542
3904,1,1,10,48445
3905,1,25,17,361069
3906,1,50,17,54409
3907,0,18,14,22201
3908,1,25,0,10021
3909,1,18,17,19104
3910,1,25,20,91505
3911,1,18,0,92037
3912,1,25,4,19104
3913,1,18,17,40207
3914,1,35,4,84123
3915,0,35,3,71111
3916,1,25,4,2134
3917,0,35,9,60618
3918,1,25,18,30189
3919,1,45,0,73702
3920,1,35,17,63126
3921,1,25,14,95820
3922,1,18,4,53211
3923,1,35,2,92115
3924,1,50,12,90254
3925,1,25,12,77042
3926,1,25,2,94404
3927,0,25,16,67846
3928,1,25,0,55812
3929,1,25,5,80227
3930,1,56,3,52240
3931,1,25,5,92117
3932,1,25,7,49221
3933,0,35,6,48073
3934,1,25,0,44512
3935,1,35,18,72118
3936,0,35,12,1464
3937,1,56,2,92020
3938,1,25,2,927110571
3939,1,45,7,91405
3940,1,35,20,32708
3941,1,45,17,40031
3942,1,18,4,49855
3943,0,35,7,98074
3944,0,35,16,80401
3945,0,45,1,96778
3946,0,25,12,22207
3947,1,25,0,90019
3948,0,45,12,61554
3949,1,45,0,44266
3950,1,25,4,60056
3951,0,18,4,60014
3952,0,45,1,12449
3953,1,25,12,55117
3954,1,18,4,32601
3955,1,35,0,12831
3956,1,25,0,949302010
3957,1,35,11,40242
3958,1,45,7,46112
3959,0,45,1,3768
3960,0,35,14,55014
3961,1,25,1,45230
3962,0,56,0,98115
3963,1,50,20,30030
3964,1,56,16,66502
3965,1,18,11,65202
3966,1,25,0,30096
3967,0,18,2,13603
3968,1,25,2,2903
3969,1,56,7,12345
3970,0,25,2,2903
3971,0,18,4,80228
3972,0,25,6,23229
3973,1,25,7,60614
3974,1,35,0,30741
3975,0,25,5,43229
3976,0,25,0,44107
3977,1,35,14,22180
3978,1,35,13,78252
3979,0,50,9,59072
3980,1,25,4,66762
3981,0,45,0,97701
3982,1,56,13,95929
3983,1,25,0,30606
3984,1,25,7,75089
3985,1,45,16,1880
3986,1,25,7,33324
3987,0,18,4,1742
3988,0,25,14,60647
3989,1,50,12,30030
3990,1,25,16,17350
3991,1,25,7,33309
3992,1,25,4,32653
3993,1,25,0,22015
3994,1,50,7,43081
3995,1,35,17,22810
3996,1,18,14,32825
3997,1,35,17,45255
3998,1,45,0,74354
3999,1,35,17,30701
4000,1,35,7,8876
4001,0,25,1,1860
4002,1,45,16,20880
4003,1,56,13,46143
4004,1,50,0,21050
4005,1,35,7,12110
4006,1,1,7,48038
4007,1,35,12,88005
4008,1,18,1,92802
4009,1,18,7,44039
4010,1,25,14,94533
4011,1,25,17,85210
4012,1,18,4,495031313
4013,1,25,1,77803
4014,1,25,0,483165601
4015,0,45,3,75605
4016,1,50,0,33901
4017,1,25,14,17972
4018,0,45,20,75214
4019,1,35,17,54601
4020,1,25,6,77034
4021,1,50,20,95236
4022,1,35,14,53403
4023,0,35,9,32404
4024,1,25,5,45011
4025,0,56,6,77018
4026,1,25,7,68164
4027,0,25,7,12533
4028,1,25,4,2140
4029,0,56,3,21114
4030,1,35,7,89128
4031,1,25,0,42445
4032,1,25,12,56301
4033,1,25,6,43551
4034,1,25,0,21113
4035,1,18,4,45251
4036,1,25,1,46530
4037,1,50,16,80206
4038,1,50,6,115102001
4039,1,25,16,97401
4040,1,25,20,75006
4041,1,18,3,48005
4042,1,35,15,94002
4043,0,25,15,94002
4044,0,35,3,95826
4045,1,56,13,40511
4046,1,45,17,53545
4047,1,18,4,30606
4048,0,35,1,89431
4049,1,45,11,33133
4050,1,35,6,60061
4051,1,18,14,1604
4052,1,25,2,43551
4053,1,25,18,36264
4054,1,35,3,68122
4055,1,50,0,98826
4056,1,1,10,28270
4057,1,35,6,18249
4058,1,25,6,73118
4059,1,25,14,80232
4060,1,25,18,55412
4061,1,50,6,32726
4062,1,25,7,60559
4063,0,35,1,29070
4064,1,45,0,20851
4065,0,45,5,48341
4066,1,25,0,19010
4067,1,45,20,91607
4068,1,56,3,89185
4069,1,35,15,19406
4070,1,25,15,93107
4071,1,25,17,33823
4072,1,50,6,93111
4073,1,25,6,70003
4074,1,35,6,78746
4075,1,25,16,47901
4076,1,25,17,55344
4077,0,35,2,22030
4078,1,25,15,28226
4079,1,35,17,26505
4080,1,35,1,48912
4081,1,18,12,19403
4082,1,25,20,79912
4083,1,56,14,92630
4084,1,56,13,14215
4085,0,25,6,79416
4086,0,1,10,55391
4087,1,1,4,63376
4088,1,25,3,77057
4089,1,25,7,79416
4090,1,56,6,77379
4091,1,25,17,55410
4092,0,25,0,19063
4093,1,25,4,70806
4094,1,25,17,49017
4095,1,25,0,10013
4096,1,25,15,60004
4097,1,25,7,63366
4098,1,35,7,53150
4099,1,35,17,94954
4100,1,56,6,77096
4101,1,18,4,23233
4102,1,1,10,48655
4103,1,18,16,11211
4104,1,18,16,42141
4105,1,50,7,34243
4106,1,25,16,95437
4107,0,25,0,23221
4108,1,35,17,77536
4109,1,35,3,97202
4110,0,45,7,41722
4111,1,25,15,32603
4112,1,45,18,47129
4113,1,35,17,58503
4114,1,35,14,48187
4115,1,25,15,99353
4116,1,35,7,7040
4117,1,18,4,43551
4118,1,25,3,91221
4119,1,50,1,39401
4120,1,25,16,71118
4121,1,45,7,8876
4122,1,18,19,82070
4123,0,25,4,46807
4124,1,25,18,623301408
4125,1,35,2,13676
4126,1,25,17,53188
4127,1,50,17,16803
4128,1,35,6,60025
4129,1,56,11,12144
4130,1,35,6,48439
4131,1,45,7,97720
4132,1,25,17,80112
4133,1,45,4,77009
4134,0,45,12,85283
4135,1,1,10,46321
4136,1,50,16,60056
4137,1,25,7,91941
4138,1,25,7,91423
4139,1,56,14,40207
4140,1,25,0,32112
4141,1,35,17,95014
4142,1,56,7,1040
4143,0,25,5,60441
4144,1,18,4,2451
4145,0,50,1,78681
4146,1,35,17,44301
4147,0,50,7,2889
4148,0,35,7,55021
4149,1,35,1,32792
4150,1,25,0,29672
4151,1,45,20,43201
4152,1,25,14,74114
4153,1,50,17,16801
4154,1,25,1,29440
4155,1,50,17,85712
4156,1,56,20,95123
4157,1,50,18,97321
4158,0,1,10,90039
4159,0,50,9,1450
4160,1,35,20,10027
4161,1,45,0,90404
4162,0,25,14,23221
4163,1,56,7,8901
4164,1,35,1,50677
4165,0,25,14,94114
4166,0,25,7,75240
4167,1,25,20,22032
4168,0,45,6,37766
4169,1,50,0,66048
4170,1,45,7,53713
4171,1,56,16,79705
4172,1,35,7,19901
4173,0,18,11,29063
4174,0,35,3,20110
4175,1,35,0,66204
4176,1,45,7,19008
4177,1,35,17,90680
4178,0,50,16,8033
4179,0,35,20,94949
4180,1,56,13,13502
4181,0,25,7,33177
4182,1,25,18,80903
4183,1,25,1,91730
4184,1,50,7,32114
4185,1,25,14,90274
4186,1,25,7,33308
4187,0,56,20,63026
4188,1,50,7,74137
4189,1,35,14,91364
4190,1,45,17,89108
4191,0,45,15,55446
4192,1,35,17,77521
4193,1,56,13,93907
4194,1,18,4,60637
4195,0,56,13,95050
4196,1,35,14,14221
4197,0,45,1,18042
4198,1,18,4,80631
4199,0,25,9,32712
4200,1,45,7,10543
4201,0,25,0,65550
4202,1,25,7,21234
4203,1,25,18,58270
4204,1,35,7,6905
4205,0,25,15,87801
4206,0,35,1,22947
4207,1,35,1,90731
4208,0,35,0,90403
4209,1,56,0,37363
4210,1,25,17,85710
4211,1,45,5,77662
4212,1,56,18,56716
4213,1,35,7,63125
4214,0,25,0,20121
4215,1,25,7,77006
4216,1,25,17,1752
4217,1,18,4,18042
4218,1,50,17,23233
4219,1,35,17,95125
4220,1,35,0,97225
4221,1,35,4,53818
4222,0,45,17,55976
4223,0,35,17,60148
4224,0,45,1,48198
4225,0,25,3,48197
4226,0,35,6,76021
4227,1,25,19,114142520
4228,1,50,18,20706
4229,1,35,17,94010
4230,1,56,13,34235
4231,0,50,18,20706
4232,0,35,20,75287
4233,1,35,4,37917
4234,0,45,3,48130
4235,1,50,2,90029
4236,0,25,3,7960
4237,1,25,14,77450
4238,1,35,16,44691
4239,1,50,7,52402
4240,1,35,17,55330
4241,1,35,7,11767
4242,1,50,7,78704
4243,1,56,7,32137
4244,1,35,17,48146
4245,1,50,12,44286
4246,0,35,7,48034
4247,1,25,4,82601
4248,1,25,4,26508
4249,0,18,17,65203
4250,0,50,0,33313
4251,1,45,7,60139
4252,0,35,3,28262
4253,1,45,11,3301
4254,1,25,17,38654
4255,1,50,12,13041
4256,0,1,2,78945
4257,1,50,16,38122
4258,1,25,17,19711
4259,1,35,17,45380
4260,1,25,16,59079
4261,0,35,6,7950
4262,0,35,6,6512
4263,1,25,7,40205
4264,1,45,1,60102
4265,1,25,12,3060
4266,1,56,13,78681
4267,1,35,7,2171
4268,0,45,20,4046
4269,1,35,18,27603
4270,1,45,7,13211
4271,1,35,7,83405
4272,1,45,17,37923
4273,1,45,13,30030
4274,0,45,1,4258
4275,0,45,16,14468
4276,0,45,0,96821
4277,1,35,16,98133
4278,0,45,7,9094
4279,1,25,16,43215
4280,1,35,17,27587
4281,1,56,13,92120
4282,1,35,0,15801
4283,0,25,9,98632
4284,1,50,7,40601
4285,1,35,0,62704
4286,1,35,17,11554
4287,1,25,7,35244
4288,0,25,9,46580
4289,1,35,14,32068
4290,1,25,17,98661
4291,1,35,14,98125
4292,1,25,0,98178
4293,0,45,9,55391
4294,1,1,10,75633
4295,1,18,18,90605
4296,1,56,6,33030
4297,1,45,15,55391
4298,0,18,14,85705
4299,0,25,2,43617
4300,0,18,4,98125
4301,1,35,11,38135
4302,1,50,1,45385
4303,1,25,2,91910
4304,1,18,0,46250
4305,0,45,17,27616
4306,1,45,7,67301
4307,1,25,0,94122
4308,1,25,0,33702
4309,1,25,0,36301
4310,1,25,4,57006
4311,1,50,13,68502
4312,1,25,18,78757
4313,0,25,7,7067
4314,1,25,17,79925
4315,1,18,4,44266
4316,1,25,6,75080
4317,0,35,14,60202
4318,1,25,5,2891
4319,1,35,7,44125
4320,1,25,5,89114
4321,1,45,7,80525
4322,0,50,6,75605
4323,1,18,4,82072
4324,1,25,5,60010
4325,1,25,0,30082
4326,0,45,13,94931
4327,1,35,17,37221
4328,1,50,3,75650
4329,0,25,14,78232
4330,0,45,6,85719
4331,1,35,6,45011
4332,0,25,3,60606
4333,1,50,2,33134
4334,1,25,1,70458
4335,1,35,0,74011
4336,0,25,0,40241
4337,1,18,20,76135
4338,0,18,5,46222
4339,1,25,2,78748
4340,0,25,17,76021
4341,1,35,17,33433
4342,1,25,0,66614
4343,1,25,12,75007
4344,1,25,1,44240
4345,0,25,14,44304
4346,1,18,17,45701
4347,0,18,20,77304
4348,1,45,0,30189
4349,1,18,2,95843
4350,1,18,2,29118
4351,1,25,12,37919
4352,1,18,4,11010
4353,1,25,7,11215
4354,1,35,14,78611
4355,1,50,14,8028
4356,1,35,16,85730
4357,0,35,9,83616
4358,1,35,17,4457
4359,1,18,4,33168
4360,0,25,9,98001
4361,1,35,15,83616
4362,1,25,17,85016
4363,1,35,14,91602
4364,1,25,18,98001
4365,0,50,16,46350
4366,1,18,15,2215
4367,1,35,0,52057
4368,1,18,17,22043
4369,1,50,7,30306
4370,1,25,16,7701
4371,0,18,4,63109
4372,1,35,17,75010
4373,1,50,12,32920
4374,1,18,4,43201
4375,0,25,5,40241
4376,0,25,5,27203
4377,1,25,0,32444
4378,1,18,17,6040
4379,1,25,4,27278
4380,0,25,1,37153
4381,1,25,4,65804
4382,1,25,18,14620
4383,0,18,4,93940
4384,1,25,0,43623
4385,1,25,4,93940
4386,1,25,5,74055
4387,0,18,4,63109
4388,1,45,3,75074
4389,1,25,4,48072
4390,1,25,0,11201
4391,0,18,4,43402
4392,1,18,4,43402
4393,1,18,4,43402
4394,1,25,4,43402
4395,1,50,6,43402
4396,1,18,1,44221
4397,1,18,4,43402
4398,0,18,4,43612
4399,0,18,4,43403
4400,0,18,4,43402
4401,1,18,4,10027
4402,0,18,14,43614
4403,1,25,15,90066
4404,1,25,1,57106
4405,1,25,14,98103
4406,1,25,16,80013
4407,1,18,4,2143
4408,0,45,2,19033
4409,1,25,14,65023
4410,1,18,19,40475
4411,1,18,4,92122
4412,1,18,4,16802
4413,1,1,13,37130
4414,1,25,4,40504
4415,1,18,0,2215
4416,1,18,4,2134
4417,1,25,15,2135
4418,0,50,0,2139
4419,0,45,12,15801
4420,1,25,15,92557
4421,1,45,0,90024
4422,1,25,5,10463
4423,1,18,4,52241
4424,1,25,7,94109
4425,1,35,7,98607
4426,1,45,17,93401
4427,1,18,0,51104
4428,1,25,14,46940
4429,1,25,5,85705
4430,0,25,0,94403
4431,1,1,14,80401
4432,1,25,12,21045
4433,1,25,0,43081
4434,0,35,7,60201
4435,1,25,7,76904
4436,1,25,12,19067
4437,0,35,5,47129
4438,1,50,0,11947
4439,1,35,6,37664
4440,1,35,1,81005
4441,1,18,4,98105
4442,1,50,15,94303
4443,1,56,2,91321
4444,0,25,12,80126
4445,1,25,3,19806
4446,1,18,18,60435
4447,1,45,5,32953
4448,1,25,14,6880
4449,1,25,12,27513
4450,1,25,15,60611
4451,1,25,14,30101
4452,0,25,7,78666
4453,1,35,0,95667
4454,1,25,20,111225
4455,1,35,7,27511
4456,0,35,2,49770
4457,1,35,14,95492
4458,0,25,4,157012017
4459,1,25,1,28027
4460,1,25,14,70005
4461,1,25,20,81101
4462,0,25,0,60156
4463,1,50,7,7405
4464,0,50,1,62052
4465,1,18,4,2148
4466,1,35,11,10022
4467,0,50,6,15333
4468,0,35,7,75601
4469,0,45,12,92037
4470,1,35,12,15089
4471,1,25,6,94108
4472,0,45,16,14424
4473,1,35,1,94121
4474,1,35,7,28805
4475,1,18,4,10020
4476,1,45,1,50588
4477,1,25,7,98908
4478,1,1,12,2138
4479,1,50,13,33015
4480,1,25,0,94403
4481,1,25,18,26104
4482,0,35,1,94044
4483,0,25,6,72703
4484,0,25,17,94613
4485,1,25,4,64112
4486,1,35,8,98674
4487,1,25,7,1850
4488,1,35,7,72703
4489,1,18,4,78613
4490,1,35,5,70123
4491,1,18,4,52405
4492,1,56,13,453223132
4493,0,1,10,10025
4494,1,45,0,33460
4495,1,18,4,22906
4496,1,45,2,6513
4497,1,50,0,29678
4498,1,50,7,76054
4499,1,25,6,62702
4500,1,50,7,76054
4501,1,25,17,94118
4502,1,50,0,1379
4503,1,56,1,85374
4504,0,25,0,65775
4505,1,50,7,39648
4506,1,50,16,29464
4507,1,18,4,61820
4508,1,25,20,15701
4509,1,25,7,38261
4510,1,45,7,92503
4511,1,35,7,62234
4512,1,25,1,16508
4513,1,56,0,61704
4514,1,18,3,48604
4515,1,56,13,29449
4516,1,18,4,53142
4517,0,18,1,48067
4518,1,25,0,80903
4519,1,50,7,38135
4520,1,25,4,45810
4521,1,35,12,15202
4522,1,45,1,81004
4523,1,18,2,55304
4524,1,25,2,55113
4525,1,25,14,10021
4526,1,25,20,10012
4527,1,18,0,38111
4528,1,25,14,27605
4529,1,35,6,84102
4530,0,35,1,92103
4531,1,18,4,85701
4532,1,25,7,10025
4533,1,25,12,53045
4534,1,18,4,72202
4535,1,18,19,17517
4536,1,18,12,53715
4537,0,45,1,1379
4538,1,25,12,956456
4539,1,35,19,1054
4540,0,25,14,94301
4541,1,1,10,55427
4542,1,35,0,94610
4543,1,25,2,11105
4544,1,56,1,53705
4545,1,25,16,47274
4546,1,25,7,49686
4547,1,18,12,2115
4548,1,18,2,27514
4549,0,1,10,99016
4550,1,18,16,24541
4551,1,18,12,60622
4552,1,25,0,22306
4553,0,35,16,48237
4554,0,25,9,48306
4555,0,18,9,73008
4556,1,45,16,55011
4557,1,25,14,2134
4558,1,35,14,48217
4559,1,25,7,5346
4560,1,25,0,69301
4561,0,25,9,84037
4562,1,35,10,94133
4563,0,25,6,22903
4564,1,35,12,19107
4565,1,35,14,94085
4566,1,35,17,19473
4567,1,18,4,98105
4568,0,25,4,90034
4569,1,25,0,21532
4570,1,45,17,60185
4571,1,35,7,21013
4572,0,1,10,17036
4573,1,50,16,11963
4574,1,25,4,60614
4575,0,1,10,3608
4576,0,25,7,48237
4577,1,35,7,48306
4578,1,25,0,2134
4579,0,18,4,63332
4580,0,56,13,97113
4581,1,25,1,19103
4582,0,25,0,55408
4583,1,50,1,48371
4584,0,45,0,11372
4585,1,35,7,30324
4586,1,25,4,1604
4587,1,35,14,7920
4588,0,25,4,48042
4589,1,25,17,2139
4590,0,18,20,55104
4591,1,25,15,2143
4592,1,18,4,66044
4593,0,45,1,43202
4594,1,35,16,55303
4595,1,25,18,97034
4596,0,18,4,94611
4597,0,25,4,22207
4598,0,35,3,48237
4599,0,35,0,4287
4600,1,25,0,46240
4601,1,35,14,55415
4602,1,35,7,10021
4603,0,35,2,33619
4604,1,25,15,10461
4605,1,25,15,92656
4606,0,1,10,90291
4607,1,25,0,27403
4608,0,25,0,2144
4609,0,25,4,53951
4610,0,25,4,53951
4611,0,18,4,78705
4612,0,18,4,94702
4613,1,25,12,41042
4614,0,45,1,10469
4615,1,25,17,61615
4616,1,25,20,11717
4617,0,25,6,55433
4618,1,25,14,97202
4619,0,25,1,97225
4620,0,18,17,94606
4621,1,25,4,94305
4622,1,25,12,55433
4623,1,25,16,22207
4624,1,25,12,84062
4625,1,25,7,92691
4626,1,25,14,97219
4627,1,56,1,45224
4628,0,56,6,23225
4629,0,18,4,94309
4630,0,25,4,94610
4631,1,18,4,94111
4632,1,25,0,98040
4633,1,1,0,48302
4634,1,50,20,98119
4635,1,18,4,94703
4636,1,18,2,10010
4637,0,35,9,48302
4638,1,25,4,55417
4639,1,35,11,20895
4640,1,25,4,55417
4641,1,25,7,20016
4642,1,25,0,44691
4643,1,25,0,98115
4644,1,50,1,19481
4645,0,50,6,48094
4646,0,25,6,90405
4647,1,35,20,80222
4648,1,18,4,73071
4649,1,56,13,10025
4650,1,25,7,30041
4651,0,45,0,10036
4652,0,25,7,94115
4653,1,35,12,95051
4654,1,35,20,94574
4655,0,25,1,92037
4656,1,25,17,94041
4657,1,45,14,55416
4658,1,25,4,99163
4659,0,25,14,37076
4660,0,18,4,6074
4661,1,45,15,85255
4662,0,18,4,84109
4663,1,25,4,92037
4664,0,45,7,77006
4665,1,35,2,3431
4666,1,35,1,53704
4667,1,25,14,94117
4668,1,35,14,74012
4669,1,35,7,19004
4670,1,35,5,91343
4671,1,25,12,94043
4672,1,56,13,94306
4673,1,35,16,94705
4674,0,35,7,8318
4675,0,18,4,27514
4676,1,45,14,46038
4677,1,50,6,5055
4678,1,35,2,90292
4679,1,56,13,76051
4680,1,35,0,4473
4681,0,35,15,6119
4682,1,25,7,5346
4683,1,25,0,22101
4684,0,25,0,4473
4685,1,35,1,55454
4686,1,18,1,50201
4687,1,35,14,1746
4688,1,25,9,44310
4689,1,18,12,2215
4690,0,1,10,79605
4691,0,45,17,55419
4692,0,25,7,78703
4693,1,18,1,60626
4694,1,56,7,40505
4695,1,18,18,56002
4696,1,18,12,10027
4697,1,18,10,79605
4698,0,25,6,55417
4699,0,18,0,91765
4700,0,18,4,48109
4701,1,45,17,18036
4702,1,25,11,13031
4703,1,25,7,2035
4704,1,18,20,2601
4705,0,18,0,75115
4706,1,25,14,68502
4707,1,1,0,92804
4708,1,25,0,60647
4709,1,45,0,6804
4710,0,35,16,24450
4711,1,25,17,32250
4712,1,35,17,3824
4713,1,25,17,90245
4714,1,50,1,55405
4715,1,25,2,97205
4716,0,25,16,2465
4717,1,45,17,48310
4718,1,35,7,3885
4719,0,35,9,2816
4720,1,25,2,90035
4721,1,35,11,95405
4722,1,35,12,55122
4723,1,35,7,900141718
4724,0,56,6,1852
4725,1,35,5,967071321
4726,0,35,16,95828
4727,0,56,0,98801
4728,1,25,19,31401
4729,1,50,16,55347
4730,1,50,11,4102
4731,1,25,17,98033
4732,1,25,14,24450
4733,1,18,18,52301
4734,1,50,1,93105
4735,1,45,3,50312
4736,1,18,20,91505
4737,1,35,16,19003
4738,1,56,1,23608
